event_id,player_id,ts,amount,transactions
48730,4E6,2021-12-09 10:00:00,672.04,2
48737,4E6,2021-12-09 17:00:00,238.82,4
48742,4E6,2021-12-09 22:00:00,799.33,8
48755,4E6,2021-12-10 11:00:00,488.29,6
48774,4E6,2021-12-11 06:00:00,636.33,8
48788,4E6,2021-12-11 20:00:00,129.73,9
48790,4E6,2021-12-11 22:00:00,29.85,9
48797,4E6,2021-12-12 05:00:00,639.21,4
48825,4E6,2021-12-13 09:00:00,467.6,4
48828,4E6,2021-12-13 12:00:00,264.92,7
48837,4E6,2021-12-13 21:00:00,13.89,3
48846,4E6,2021-12-14 06:00:00,600.28,7
48857,4E6,2021-12-14 17:00:00,763.19,3
48870,4FM,2021-12-01 05:00:00,45.63,2
48875,4FM,2021-12-01 10:00:00,552.66,1
48892,4FM,2021-12-02 03:00:00,836.21,9
48901,4FM,2021-12-02 12:00:00,381.61,3
48907,4FM,2021-12-02 18:00:00,851.11,2
48911,4FM,2021-12-02 22:00:00,971.99,8
48917,4FM,2021-12-03 04:00:00,928.69,8
48931,4FM,2021-12-03 18:00:00,881.7,8
48938,4FM,2021-12-04 01:00:00,56.16,9
48939,4FM,2021-12-04 02:00:00,858.45,6
48940,4FM,2021-12-04 03:00:00,803.93,4
48955,4FM,2021-12-04 18:00:00,583.57,5
48956,4FM,2021-12-04 19:00:00,618.29,2
48987,4FM,2021-12-06 02:00:00,610.42,4
48990,4FM,2021-12-06 05:00:00,993.69,7
49024,4FM,2021-12-07 15:00:00,940.21,9
49030,4FM,2021-12-07 21:00:00,223.51,4
49035,4FM,2021-12-08 02:00:00,474.17,2
49040,4FM,2021-12-08 07:00:00,731.4,6
49042,4FM,2021-12-08 09:00:00,55.11,9
49044,4FM,2021-12-08 11:00:00,368.5,10
49054,4FM,2021-12-08 21:00:00,976.78,8
49058,4FM,2021-12-09 01:00:00,617.53,4
49059,4FM,2021-12-09 02:00:00,501.39,8
49068,4FM,2021-12-09 11:00:00,720.39,9
49074,4FM,2021-12-09 17:00:00,917.45,9
49078,4FM,2021-12-09 21:00:00,960.18,7
49089,4FM,2021-12-10 08:00:00,133.0,7
49094,4FM,2021-12-10 13:00:00,670.85,5
49109,4FM,2021-12-11 04:00:00,26.84,2
49112,4FM,2021-12-11 07:00:00,922.2,1
49127,4FM,2021-12-11 22:00:00,241.78,2
49134,4FM,2021-12-12 05:00:00,221.11,5
49193,4FM,2021-12-14 16:00:00,646.0,9
49201,4FM,2021-12-15 00:00:00,371.64,2
49203,4FP,2021-12-01 01:00:00,448.24,5
49205,4FP,2021-12-01 03:00:00,588.5,1
49206,4FP,2021-12-01 04:00:00,877.39,1
49212,4FP,2021-12-01 10:00:00,899.42,5
49213,4FP,2021-12-01 11:00:00,946.41,10
49234,4FP,2021-12-02 08:00:00,444.08,9
49238,4FP,2021-12-02 12:00:00,524.68,2
49244,4FP,2021-12-02 18:00:00,51.49,5
49254,4FP,2021-12-03 04:00:00,266.76,9
49268,4FP,2021-12-03 18:00:00,95.01,7
49306,4FP,2021-12-05 08:00:00,396.16,2
49331,4FP,2021-12-06 09:00:00,358.46,6
49352,4FP,2021-12-07 06:00:00,564.13,7
49360,4FP,2021-12-07 14:00:00,259.92,9
49364,4FP,2021-12-07 18:00:00,792.19,5
49393,4FP,2021-12-08 23:00:00,921.39,7
49397,4FP,2021-12-09 03:00:00,828.53,2
49408,4FP,2021-12-09 14:00:00,603.67,9
49414,4FP,2021-12-09 20:00:00,769.44,9
49423,4FP,2021-12-10 05:00:00,984.46,7
49443,4FP,2021-12-11 01:00:00,437.27,5
49447,4FP,2021-12-11 05:00:00,776.32,2
49449,4FP,2021-12-11 07:00:00,432.65,8
49468,4FP,2021-12-12 02:00:00,915.44,2
49473,4FP,2021-12-12 07:00:00,778.11,8
49476,4FP,2021-12-12 10:00:00,602.61,2
49480,4FP,2021-12-12 14:00:00,584.54,5
49483,4FP,2021-12-12 17:00:00,290.29,6
49488,4FP,2021-12-12 22:00:00,965.7,10
49491,4FP,2021-12-13 01:00:00,424.14,7
49511,4FP,2021-12-13 21:00:00,745.73,9
49521,4FP,2021-12-14 07:00:00,580.91,7
49523,4FP,2021-12-14 09:00:00,817.07,4
49529,4FP,2021-12-14 15:00:00,698.59,10
49537,4FP,2021-12-14 23:00:00,703.13,9
49555,4FQ,2021-12-01 16:00:00,308.19,6
49582,4FQ,2021-12-02 19:00:00,326.3,3
49584,4FQ,2021-12-02 21:00:00,71.7,8
49589,4FQ,2021-12-03 02:00:00,346.12,8
49590,4FQ,2021-12-03 03:00:00,938.33,8
49608,4FQ,2021-12-03 21:00:00,541.12,4
49610,4FQ,2021-12-03 23:00:00,215.12,3
49627,4FQ,2021-12-04 16:00:00,735.83,9
49632,4FQ,2021-12-04 21:00:00,845.29,3
49685,4FQ,2021-12-07 02:00:00,80.3,4
49694,4FQ,2021-12-07 11:00:00,487.99,3
49696,4FQ,2021-12-07 13:00:00,277.08,10
49704,4FQ,2021-12-07 21:00:00,928.64,2
49711,4FQ,2021-12-08 04:00:00,58.47,3
49720,4FQ,2021-12-08 13:00:00,982.44,4
49727,4FQ,2021-12-08 20:00:00,238.97,5
49728,4FQ,2021-12-08 21:00:00,584.12,9
49729,4FQ,2021-12-08 22:00:00,110.46,3
49786,4FQ,2021-12-11 07:00:00,213.99,9
49791,4FQ,2021-12-11 12:00:00,269.64,5
49792,4FQ,2021-12-11 13:00:00,275.47,1
49798,4FQ,2021-12-11 19:00:00,811.67,6
49801,4FQ,2021-12-11 22:00:00,369.63,5
49828,4FQ,2021-12-13 01:00:00,906.6,8
49837,4FQ,2021-12-13 10:00:00,872.2,4
49859,4FQ,2021-12-14 08:00:00,145.47,10
49876,4G4,2021-12-01 00:00:00,479.09,2
49895,4G4,2021-12-01 19:00:00,645.18,7
49896,4G4,2021-12-01 20:00:00,266.34,6
49902,4G4,2021-12-02 02:00:00,522.34,7
49924,4G4,2021-12-03 00:00:00,386.32,2
49930,4G4,2021-12-03 06:00:00,699.95,4
49932,4G4,2021-12-03 08:00:00,865.42,2
49948,4G4,2021-12-04 00:00:00,612.07,2
49958,4G4,2021-12-04 10:00:00,442.06,7
49959,4G4,2021-12-04 11:00:00,243.34,5
49960,4G4,2021-12-04 12:00:00,899.56,3
49962,4G4,2021-12-04 14:00:00,840.57,9
49969,4G4,2021-12-04 21:00:00,159.77,3
49977,4G4,2021-12-05 05:00:00,252.71,9
49980,4G4,2021-12-05 08:00:00,27.34,10
49981,4G4,2021-12-05 09:00:00,719.02,4
49984,4G4,2021-12-05 12:00:00,349.12,6
49988,4G4,2021-12-05 16:00:00,201.66,6
49993,4G4,2021-12-05 21:00:00,501.62,10
50026,4G4,2021-12-07 06:00:00,809.08,3
50031,4G4,2021-12-07 11:00:00,40.88,9
50041,4G4,2021-12-07 21:00:00,741.2,6
50042,4G4,2021-12-07 22:00:00,999.76,7
50055,4G4,2021-12-08 11:00:00,939.2,9
50057,4G4,2021-12-08 13:00:00,821.74,8
50061,4G4,2021-12-08 17:00:00,570.73,3
50079,4G4,2021-12-09 11:00:00,226.23,9
50089,4G4,2021-12-09 21:00:00,980.4,3
50091,4G4,2021-12-09 23:00:00,921.87,3
50092,4G4,2021-12-10 00:00:00,521.89,7
50093,4G4,2021-12-10 01:00:00,176.89,5
50094,4G4,2021-12-10 02:00:00,307.76,7
50103,4G4,2021-12-10 11:00:00,524.37,4
50105,4G4,2021-12-10 13:00:00,458.73,3
50110,4G4,2021-12-10 18:00:00,628.51,6
50117,4G4,2021-12-11 01:00:00,580.37,7
50139,4G4,2021-12-11 23:00:00,710.16,5
50141,4G4,2021-12-12 01:00:00,79.25,10
50143,4G4,2021-12-12 03:00:00,145.93,8
50154,4G4,2021-12-12 14:00:00,558.91,2
50159,4G4,2021-12-12 19:00:00,514.96,5
50160,4G4,2021-12-12 20:00:00,502.65,1
50173,4G4,2021-12-13 09:00:00,105.43,9
50197,4G4,2021-12-14 09:00:00,567.29,2
50240,4GG,2021-12-02 03:00:00,911.86,4
50249,4GG,2021-12-02 12:00:00,944.57,5
50266,4GG,2021-12-03 05:00:00,457.19,10
50277,4GG,2021-12-03 16:00:00,848.86,3
50280,4GG,2021-12-03 19:00:00,87.55,10
50284,4GG,2021-12-03 23:00:00,582.44,2
50294,4GG,2021-12-04 09:00:00,856.44,2
50305,4GG,2021-12-04 20:00:00,405.22,4
50333,4GG,2021-12-06 00:00:00,581.66,1
50360,4GG,2021-12-07 03:00:00,430.01,9
50383,4GG,2021-12-08 02:00:00,161.5,9
50385,4GG,2021-12-08 04:00:00,217.18,1
50387,4GG,2021-12-08 06:00:00,890.48,4
50392,4GG,2021-12-08 11:00:00,535.53,1
50395,4GG,2021-12-08 14:00:00,178.57,6
50396,4GG,2021-12-08 15:00:00,377.02,9
50398,4GG,2021-12-08 17:00:00,76.83,5
50401,4GG,2021-12-08 20:00:00,302.65,5
50402,4GG,2021-12-08 21:00:00,918.13,5
50414,4GG,2021-12-09 09:00:00,748.79,9
50417,4GG,2021-12-09 12:00:00,853.55,5
50425,4GG,2021-12-09 20:00:00,957.78,8
50430,4GG,2021-12-10 01:00:00,290.44,6
50437,4GG,2021-12-10 08:00:00,799.51,1
50439,4GG,2021-12-10 10:00:00,769.63,6
50447,4GG,2021-12-10 18:00:00,597.96,8
50453,4GG,2021-12-11 00:00:00,72.62,6
50493,4GG,2021-12-12 16:00:00,86.62,2
50503,4GG,2021-12-13 02:00:00,836.4,10
50529,4GG,2021-12-14 04:00:00,673.83,1
50536,4GG,2021-12-14 11:00:00,835.8,8
50540,4GG,2021-12-14 15:00:00,126.13,5
50544,4GG,2021-12-14 19:00:00,483.47,7
50552,4J1,2021-12-01 02:00:00,656.5,4
50558,4J1,2021-12-01 08:00:00,795.14,7
50581,4J1,2021-12-02 07:00:00,257.56,9
50591,4J1,2021-12-02 17:00:00,77.12,6
50594,4J1,2021-12-02 20:00:00,795.41,2
50612,4J1,2021-12-03 14:00:00,134.1,5
50614,4J1,2021-12-03 16:00:00,321.17,3
50629,4J1,2021-12-04 07:00:00,259.13,8
50648,4J1,2021-12-05 02:00:00,200.14,2
50652,4J1,2021-12-05 06:00:00,55.74,9
50654,4J1,2021-12-05 08:00:00,560.66,5
50665,4J1,2021-12-05 19:00:00,394.75,8
50673,4J1,2021-12-06 03:00:00,424.47,8
50682,4J1,2021-12-06 12:00:00,735.18,1
50721,4J1,2021-12-08 03:00:00,71.98,7
50734,4J1,2021-12-08 16:00:00,139.24,8
50736,4J1,2021-12-08 18:00:00,319.65,7
50741,4J1,2021-12-08 23:00:00,204.3,4
50747,4J1,2021-12-09 05:00:00,217.38,3
50749,4J1,2021-12-09 07:00:00,143.34,8
50753,4J1,2021-12-09 11:00:00,349.86,5
50758,4J1,2021-12-09 16:00:00,923.22,5
50762,4J1,2021-12-09 20:00:00,570.08,1
50770,4J1,2021-12-10 04:00:00,792.45,9
50802,4J1,2021-12-11 12:00:00,891.28,7
50826,4J1,2021-12-12 12:00:00,674.19,3
50834,4J1,2021-12-12 20:00:00,824.78,6
50858,4J1,2021-12-13 20:00:00,792.34,8
50863,4J1,2021-12-14 01:00:00,804.52,10
50875,4J1,2021-12-14 13:00:00,914.14,8
50926,4J9,2021-12-02 15:00:00,95.57,7
50932,4J9,2021-12-02 21:00:00,806.58,5
50938,4J9,2021-12-03 03:00:00,944.95,8
50939,4J9,2021-12-03 04:00:00,817.24,2
50944,4J9,2021-12-03 09:00:00,995.03,5
50958,4J9,2021-12-03 23:00:00,862.63,6
50972,4J9,2021-12-04 13:00:00,529.42,2
50973,4J9,2021-12-04 14:00:00,215.34,9
50982,4J9,2021-12-04 23:00:00,951.6,8
50986,4J9,2021-12-05 03:00:00,551.99,7
50988,4J9,2021-12-05 05:00:00,657.29,5
50991,4J9,2021-12-05 08:00:00,90.46,3
51034,4J9,2021-12-07 03:00:00,340.18,6
51035,4J9,2021-12-07 04:00:00,989.24,3
51038,4J9,2021-12-07 07:00:00,929.66,8
51046,4J9,2021-12-07 15:00:00,538.39,4
51054,4J9,2021-12-07 23:00:00,949.98,3
51063,4J9,2021-12-08 08:00:00,374.01,3
51069,4J9,2021-12-08 14:00:00,392.75,6
51076,4J9,2021-12-08 21:00:00,50.77,6
51083,4J9,2021-12-09 04:00:00,248.47,4
51088,4J9,2021-12-09 09:00:00,387.93,3
51089,4J9,2021-12-09 10:00:00,752.0,7
51106,4J9,2021-12-10 03:00:00,501.67,3
51131,4J9,2021-12-11 04:00:00,733.72,8
51138,4J9,2021-12-11 11:00:00,294.43,10
51141,4J9,2021-12-11 14:00:00,770.49,3
51145,4J9,2021-12-11 18:00:00,186.78,2
51165,4J9,2021-12-12 14:00:00,851.97,6
51187,4J9,2021-12-13 12:00:00,472.08,8
51188,4J9,2021-12-13 13:00:00,145.89,9
51200,4J9,2021-12-14 01:00:00,214.2,2
51202,4J9,2021-12-14 03:00:00,228.51,5
51216,4J9,2021-12-14 17:00:00,353.96,9
51217,4J9,2021-12-14 18:00:00,780.53,5
51223,4J9,2021-12-15 00:00:00,177.82,7
51249,4LC,2021-12-02 01:00:00,832.73,6
51250,4LC,2021-12-02 02:00:00,332.35,2
51256,4LC,2021-12-02 08:00:00,519.84,5
51270,4LC,2021-12-02 22:00:00,41.39,7
51281,4LC,2021-12-03 09:00:00,847.47,9
51283,4LC,2021-12-03 11:00:00,685.15,8
51284,4LC,2021-12-03 12:00:00,578.05,5
51285,4LC,2021-12-03 13:00:00,422.84,9
51286,4LC,2021-12-03 14:00:00,210.38,3
51294,4LC,2021-12-03 22:00:00,980.74,6
51321,4LC,2021-12-05 01:00:00,649.43,6
51327,4LC,2021-12-05 07:00:00,874.18,4
51331,4LC,2021-12-05 11:00:00,839.68,4
51334,4LC,2021-12-05 14:00:00,356.47,5
51348,4LC,2021-12-06 04:00:00,889.73,1
51362,4LC,2021-12-06 18:00:00,562.68,4
51364,4LC,2021-12-06 20:00:00,676.39,4
51372,4LC,2021-12-07 04:00:00,236.35,3
51380,4LC,2021-12-07 12:00:00,703.86,4
51384,4LC,2021-12-07 16:00:00,455.97,5
51401,4LC,2021-12-08 09:00:00,381.37,9
51402,4LC,2021-12-08 10:00:00,425.48,2
51420,4LC,2021-12-09 04:00:00,166.6,7
51422,4LC,2021-12-09 06:00:00,501.42,4
51423,4LC,2021-12-09 07:00:00,147.44,7
51454,4LC,2021-12-10 14:00:00,478.37,1
51461,4LC,2021-12-10 21:00:00,813.62,6
51468,4LC,2021-12-11 04:00:00,745.14,2
51469,4LC,2021-12-11 05:00:00,194.38,6
51474,4LC,2021-12-11 10:00:00,402.72,2
51478,4LC,2021-12-11 14:00:00,458.24,9
51480,4LC,2021-12-11 16:00:00,959.15,3
51489,4LC,2021-12-12 01:00:00,559.32,5
51496,4LC,2021-12-12 08:00:00,510.77,10
51510,4LC,2021-12-12 22:00:00,143.77,8
51515,4LC,2021-12-13 03:00:00,914.24,5
51516,4LC,2021-12-13 04:00:00,456.63,3
51520,4LC,2021-12-13 08:00:00,329.01,5
51532,4LC,2021-12-13 20:00:00,807.83,2
51534,4LC,2021-12-13 22:00:00,758.31,5
51538,4LC,2021-12-14 02:00:00,154.36,5
51546,4LC,2021-12-14 10:00:00,755.42,9
51547,4LC,2021-12-14 11:00:00,138.67,6
51552,4LC,2021-12-14 16:00:00,863.96,2
51554,4LC,2021-12-14 18:00:00,492.39,6
51556,4LC,2021-12-14 20:00:00,163.47,3
51559,4LC,2021-12-14 23:00:00,135.02,1
51567,4M8,2021-12-01 06:00:00,828.7,6
51595,4M8,2021-12-02 10:00:00,483.59,9
51610,4M8,2021-12-03 01:00:00,818.74,10
51616,4M8,2021-12-03 07:00:00,719.29,6
51623,4M8,2021-12-03 14:00:00,474.98,9
51634,4M8,2021-12-04 01:00:00,850.89,7
51638,4M8,2021-12-04 05:00:00,972.0,3
51642,4M8,2021-12-04 09:00:00,569.37,9
51678,4M8,2021-12-05 21:00:00,562.73,8
51684,4M8,2021-12-06 03:00:00,119.43,3
51689,4M8,2021-12-06 08:00:00,667.78,2
51698,4M8,2021-12-06 17:00:00,16.85,2
51702,4M8,2021-12-06 21:00:00,518.13,4
51706,4M8,2021-12-07 01:00:00,244.54,6
51727,4M8,2021-12-07 22:00:00,878.64,4
51728,4M8,2021-12-07 23:00:00,29.26,4
51730,4M8,2021-12-08 01:00:00,350.75,9
51735,4M8,2021-12-08 06:00:00,673.58,4
51750,4M8,2021-12-08 21:00:00,816.97,6
51756,4M8,2021-12-09 03:00:00,431.64,9
51771,4M8,2021-12-09 18:00:00,70.55,9
51781,4M8,2021-12-10 04:00:00,147.56,9
51784,4M8,2021-12-10 07:00:00,807.49,4
51794,4M8,2021-12-10 17:00:00,203.65,3
51799,4M8,2021-12-10 22:00:00,136.92,2
51815,4M8,2021-12-11 14:00:00,826.8,9
51818,4M8,2021-12-11 17:00:00,920.55,4
51819,4M8,2021-12-11 18:00:00,745.07,2
51822,4M8,2021-12-11 21:00:00,307.23,8
51826,4M8,2021-12-12 01:00:00,126.96,6
51844,4M8,2021-12-12 19:00:00,706.4,7
51861,4M8,2021-12-13 12:00:00,175.29,6
51863,4M8,2021-12-13 14:00:00,372.37,1
51864,4M8,2021-12-13 15:00:00,436.62,6
51865,4M8,2021-12-13 16:00:00,366.19,9
51879,4M8,2021-12-14 06:00:00,840.71,6
51904,4MQ,2021-12-01 06:00:00,997.8,5
51912,4MQ,2021-12-01 14:00:00,949.72,6
51917,4MQ,2021-12-01 19:00:00,639.25,6
51930,4MQ,2021-12-02 08:00:00,259.68,2
51949,4MQ,2021-12-03 03:00:00,690.12,6
51969,4MQ,2021-12-03 23:00:00,571.69,4
51985,4MQ,2021-12-04 15:00:00,570.75,10
51991,4MQ,2021-12-04 21:00:00,891.11,6
52023,4MQ,2021-12-06 05:00:00,876.27,4
52027,4MQ,2021-12-06 09:00:00,371.51,3
52038,4MQ,2021-12-06 20:00:00,823.15,8
52052,4MQ,2021-12-07 10:00:00,579.11,2
52059,4MQ,2021-12-07 17:00:00,611.27,3
52067,4MQ,2021-12-08 01:00:00,639.6,4
52070,4MQ,2021-12-08 04:00:00,405.31,8
52078,4MQ,2021-12-08 12:00:00,151.49,4
52084,4MQ,2021-12-08 18:00:00,665.6,3
52088,4MQ,2021-12-08 22:00:00,999.15,3
52089,4MQ,2021-12-08 23:00:00,436.38,1
52098,4MQ,2021-12-09 08:00:00,567.88,7
52110,4MQ,2021-12-09 20:00:00,820.61,6
52118,4MQ,2021-12-10 04:00:00,728.84,7
52120,4MQ,2021-12-10 06:00:00,610.15,9
52135,4MQ,2021-12-10 21:00:00,736.9,5
52138,4MQ,2021-12-11 00:00:00,25.73,7
52147,4MQ,2021-12-11 09:00:00,216.23,9
52150,4MQ,2021-12-11 12:00:00,751.77,8
52174,4MQ,2021-12-12 12:00:00,211.89,4
52182,4MQ,2021-12-12 20:00:00,332.11,8
52183,4MQ,2021-12-12 21:00:00,29.8,4
52193,4MQ,2021-12-13 07:00:00,924.19,8
52196,4MQ,2021-12-13 10:00:00,768.4,5
52201,4MQ,2021-12-13 15:00:00,976.01,5
52205,4MQ,2021-12-13 19:00:00,903.01,6
52208,4MQ,2021-12-13 22:00:00,555.21,2
52236,4NH,2021-12-01 01:00:00,562.12,10
52240,4NH,2021-12-01 05:00:00,103.55,9
52241,4NH,2021-12-01 06:00:00,558.7,4
52259,4NH,2021-12-02 00:00:00,789.0,4
52268,4NH,2021-12-02 09:00:00,401.73,3
52270,4NH,2021-12-02 11:00:00,960.93,8
52277,4NH,2021-12-02 18:00:00,187.45,5
52284,4NH,2021-12-03 01:00:00,275.84,4
52295,4NH,2021-12-03 12:00:00,868.72,8
52302,4NH,2021-12-03 19:00:00,74.88,2
52312,4NH,2021-12-04 05:00:00,627.5,4
52316,4NH,2021-12-04 09:00:00,75.54,2
52347,4NH,2021-12-05 16:00:00,991.89,4
52348,4NH,2021-12-05 17:00:00,364.34,7
52354,4NH,2021-12-05 23:00:00,847.52,4
52373,4NH,2021-12-06 18:00:00,522.45,6
52376,4NH,2021-12-06 21:00:00,182.72,4
52392,4NH,2021-12-07 13:00:00,311.89,1
52410,4NH,2021-12-08 07:00:00,599.83,1
52429,4NH,2021-12-09 02:00:00,509.2,4
52434,4NH,2021-12-09 07:00:00,221.62,7
52438,4NH,2021-12-09 11:00:00,802.18,6
52448,4NH,2021-12-09 21:00:00,789.61,2
52477,4NH,2021-12-11 02:00:00,105.84,2
52479,4NH,2021-12-11 04:00:00,992.68,3
52485,4NH,2021-12-11 10:00:00,317.26,9
52486,4NH,2021-12-11 11:00:00,963.25,3
52489,4NH,2021-12-11 14:00:00,835.75,5
52490,4NH,2021-12-11 15:00:00,194.13,7
52524,4NH,2021-12-13 01:00:00,832.29,9
52525,4NH,2021-12-13 02:00:00,633.8,2
52535,4NH,2021-12-13 12:00:00,504.35,6
52537,4NH,2021-12-13 14:00:00,388.52,10
52548,4NH,2021-12-14 01:00:00,214.69,3
52555,4NH,2021-12-14 08:00:00,504.91,3
52569,4NH,2021-12-14 22:00:00,650.8,9
52572,4NU,2021-12-01 00:00:00,371.75,6
52592,4NU,2021-12-01 20:00:00,529.11,2
52646,4NU,2021-12-04 02:00:00,81.47,1
52650,4NU,2021-12-04 06:00:00,138.73,4
52660,4NU,2021-12-04 16:00:00,98.03,2
52693,4NU,2021-12-06 01:00:00,392.64,4
52707,4NU,2021-12-06 15:00:00,842.63,6
52715,4NU,2021-12-06 23:00:00,686.79,8
52734,4NU,2021-12-07 18:00:00,942.72,3
52745,4NU,2021-12-08 05:00:00,671.12,2
52748,4NU,2021-12-08 08:00:00,339.47,3
52751,4NU,2021-12-08 11:00:00,562.26,5
52758,4NU,2021-12-08 18:00:00,221.58,3
52803,4NU,2021-12-10 15:00:00,996.63,5
52807,4NU,2021-12-10 19:00:00,262.41,6
52831,4NU,2021-12-11 19:00:00,630.92,3
52838,4NU,2021-12-12 02:00:00,619.19,3
52847,4NU,2021-12-12 11:00:00,235.36,7
52853,4NU,2021-12-12 17:00:00,741.58,9
52862,4NU,2021-12-13 02:00:00,15.34,2
52863,4NU,2021-12-13 03:00:00,576.14,2
52866,4NU,2021-12-13 06:00:00,293.16,1
52878,4NU,2021-12-13 18:00:00,696.05,6
52881,4NU,2021-12-13 21:00:00,148.56,8
52885,4NU,2021-12-14 01:00:00,652.33,7
52888,4NU,2021-12-14 04:00:00,28.74,9
52899,4NU,2021-12-14 15:00:00,148.03,2
52908,4NU,2021-12-15 00:00:00,728.61,5
52911,4Q1,2021-12-01 02:00:00,902.53,8
52953,4Q1,2021-12-02 20:00:00,755.48,8
52960,4Q1,2021-12-03 03:00:00,973.87,2
52980,4Q1,2021-12-03 23:00:00,48.04,9
52991,4Q1,2021-12-04 10:00:00,332.32,5
52997,4Q1,2021-12-04 16:00:00,920.2,9
53019,4Q1,2021-12-05 14:00:00,160.08,9
53021,4Q1,2021-12-05 16:00:00,305.86,3
53024,4Q1,2021-12-05 19:00:00,984.65,4
53030,4Q1,2021-12-06 01:00:00,937.18,9
53034,4Q1,2021-12-06 05:00:00,960.5,4
53043,4Q1,2021-12-06 14:00:00,86.4,5
53044,4Q1,2021-12-06 15:00:00,616.48,5
53075,4Q1,2021-12-07 22:00:00,320.82,3
53083,4Q1,2021-12-08 06:00:00,688.73,9
53086,4Q1,2021-12-08 09:00:00,826.73,3
53095,4Q1,2021-12-08 18:00:00,71.14,1
53116,4Q1,2021-12-09 15:00:00,252.21,10
53119,4Q1,2021-12-09 18:00:00,94.49,2
53124,4Q1,2021-12-09 23:00:00,89.81,1
53129,4Q1,2021-12-10 04:00:00,714.37,8
53146,4Q1,2021-12-10 21:00:00,564.45,6
53148,4Q1,2021-12-10 23:00:00,793.0,3
53170,4Q1,2021-12-11 21:00:00,933.2,1
53181,4Q1,2021-12-12 08:00:00,731.01,6
53195,4Q1,2021-12-12 22:00:00,883.68,8
53203,4Q1,2021-12-13 06:00:00,544.5,10
53214,4Q1,2021-12-13 17:00:00,32.95,7
53215,4Q1,2021-12-13 18:00:00,35.4,10
53218,4Q1,2021-12-13 21:00:00,294.12,4
53221,4Q1,2021-12-14 00:00:00,121.27,3
53231,4Q1,2021-12-14 10:00:00,669.3,4
53244,4Q1,2021-12-14 23:00:00,431.65,8
53249,4Q5,2021-12-01 03:00:00,474.6,9
53251,4Q5,2021-12-01 05:00:00,968.81,5
53259,4Q5,2021-12-01 13:00:00,242.19,5
53272,4Q5,2021-12-02 02:00:00,309.13,4
53274,4Q5,2021-12-02 04:00:00,847.45,9
53278,4Q5,2021-12-02 08:00:00,738.57,8
53281,4Q5,2021-12-02 11:00:00,142.85,2
53303,4Q5,2021-12-03 09:00:00,535.66,6
53304,4Q5,2021-12-03 10:00:00,710.58,10
53305,4Q5,2021-12-03 11:00:00,156.87,2
53319,4Q5,2021-12-04 01:00:00,907.18,2
53325,4Q5,2021-12-04 07:00:00,284.64,2
53360,4Q5,2021-12-05 18:00:00,615.47,9
53368,4Q5,2021-12-06 02:00:00,741.39,8
53370,4Q5,2021-12-06 04:00:00,256.08,5
53372,4Q5,2021-12-06 06:00:00,848.9,9
53393,4Q5,2021-12-07 03:00:00,17.89,6
53412,4Q5,2021-12-07 22:00:00,98.3,5
53419,4Q5,2021-12-08 05:00:00,495.97,8
53422,4Q5,2021-12-08 08:00:00,518.52,1
53427,4Q5,2021-12-08 13:00:00,719.84,9
53439,4Q5,2021-12-09 01:00:00,636.53,9
53479,4Q5,2021-12-10 17:00:00,676.9,9
53486,4Q5,2021-12-11 00:00:00,564.75,3
53487,4Q5,2021-12-11 01:00:00,456.76,9
53500,4Q5,2021-12-11 14:00:00,228.39,5
53520,4Q5,2021-12-12 10:00:00,258.88,9
53530,4Q5,2021-12-12 20:00:00,913.57,8
53540,4Q5,2021-12-13 06:00:00,963.46,6
53554,4Q5,2021-12-13 20:00:00,282.6,4
53568,4Q5,2021-12-14 10:00:00,681.6,3
53572,4Q5,2021-12-14 14:00:00,413.22,3
53588,4QB,2021-12-01 05:00:00,407.29,3
53600,4QB,2021-12-01 17:00:00,284.56,9
53615,4QB,2021-12-02 08:00:00,507.35,8
53625,4QB,2021-12-02 18:00:00,949.92,3
53634,4QB,2021-12-03 03:00:00,811.72,4
53662,4QB,2021-12-04 07:00:00,159.56,6
53673,4QB,2021-12-04 18:00:00,508.89,5
53689,4QB,2021-12-05 10:00:00,621.19,2
53697,4QB,2021-12-05 18:00:00,555.83,3
53698,4QB,2021-12-05 19:00:00,390.09,3
53708,4QB,2021-12-06 05:00:00,205.7,9
53710,4QB,2021-12-06 07:00:00,558.29,6
53739,4QB,2021-12-07 12:00:00,945.1,3
53767,4QB,2021-12-08 16:00:00,784.06,3
53768,4QB,2021-12-08 17:00:00,746.15,9
53782,4QB,2021-12-09 07:00:00,799.56,9
53786,4QB,2021-12-09 11:00:00,524.71,4
53787,4QB,2021-12-09 12:00:00,22.84,5
53788,4QB,2021-12-09 13:00:00,324.31,4
53810,4QB,2021-12-10 11:00:00,347.82,2
53824,4QB,2021-12-11 01:00:00,300.49,7
53831,4QB,2021-12-11 08:00:00,605.92,4
53842,4QB,2021-12-11 19:00:00,166.27,9
53849,4QB,2021-12-12 02:00:00,538.14,8
53867,4QB,2021-12-12 20:00:00,987.89,3
53879,4QB,2021-12-13 08:00:00,897.06,1
53889,4QB,2021-12-13 18:00:00,893.31,8
53891,4QB,2021-12-13 20:00:00,28.86,4
53904,4QB,2021-12-14 09:00:00,175.5,3
53909,4QB,2021-12-14 14:00:00,201.69,8
53928,4QW,2021-12-01 08:00:00,949.81,5
53930,4QW,2021-12-01 10:00:00,99.0,4
53934,4QW,2021-12-01 14:00:00,359.94,6
